"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/10/2016","For Expenses Splitwise","For expenses on splitwise.com","46.22","debit","Transfer","Venmo","",""
"5/10/2016","For Expenses Splitwise","For expenses on splitwise.com","33.73","debit","Transfer","Venmo","",""
"5/10/2016","New York Times","NEW YORK TIMES DIGITAL","8.00","debit","Books","Quicksilver","",""
"5/10/2016","CVS","CVS/PHARMACY #10123","15.66","debit","Pharmacy","Quicksilver","",""
"5/10/2016","Europcar Usd Prepayments","Europcar USD prepayments","342.96","debit","Credit Card Payment","Sapphire","CJ Expense",""
"5/10/2016","A Most Powerful","A Most Powerful Lamp","15.00","credit","Income","Venmo","",""
"5/09/2016","Cava Mezze","CAVA MEZZE BETHESDA","13.57","debit","Restaurants","Quicksilver","",""
"5/09/2016","Uber.com","UBER TECHNOLOGIES INC","17.31","debit","Rental Car & Taxi","Sapphire","",""
"5/08/2016","7-Eleven","7-ELEVEN 28840","8.81","debit","Fast Food","Quicksilver","",""
"5/08/2016","Giuseppi Pizza Plus","GIUSEPPI`S PIZZA PLUS","8.81","debit","Restaurants","Quicksilver","",""
"5/08/2016","Google Storage","GOOGLE *Google Storage","1.99","debit","Internet","Freedom","",""
"5/08/2016","Airbnb","AIRBNB INC","157.00","debit","Hotel","Sapphire","CJ Expense",""
"5/08/2016","Airbnb","AIRBNB INC","157.00","debit","Hotel","Sapphire","CJ Expense",""
"5/08/2016","Airbnb","AIRBNB INC","66.00","debit","Hotel","Sapphire","CJ Expense",""
"5/08/2016","Nickel","NICKEL TAPHOUSE","30.00","debit","Personal Care","Sapphire","",""
"5/08/2016","Airbnb","AIRBNB INC","154.00","debit","Hotel","Sapphire","CJ Expense",""
"5/08/2016","Starbucks","Starbucks thing","4.00","debit","Coffee Shops","Venmo","",""
"5/07/2016","Gift Certificate Usage","Gift certificate usage","10.00","credit","Income","Venmo","",""
"5/07/2016","Transfer from Visa Signature","Din","10.00","credit","Transfer","Venmo","",""
"5/07/2016","Chili's","for texas chili team entrace tickets","29.00","debit","Restaurants","Venmo","",""
"5/06/2016","Pitango Pastry Llc","PITANGO PASTRY LLC BALTIMORE MD","21.20","debit","Restaurants","8572","CJ Expense",""
"5/05/2016","Sp Cup Love","SP *CUP LOVE","4.01","debit","Fast Food","Quicksilver","",""
"5/05/2016","Transfer to Venmo","SQ *SNAKE HILL","10.00","debit","Transfer","Quicksilver","",""
"5/05/2016","CVS","CVS/PHARMACY #10123","32.87","debit","Pharmacy","Quicksilver","",""
"5/05/2016","Norwegian","NORWEGIAN A 3287774936685","498.46","debit","Travel","Sapphire","",""
"5/05/2016","Skypicker Com","SKYPICKER.COM","548.00","debit","Uncategorized","Sapphire","",""
"5/04/2016","Empire Bc Des","Empire BC DES:RA-1261022 ID:XXXXX0708488809 INDN:CORBIN PAGE CO...","222.04","debit","Health Insurance","Regular Checking","",""
"5/04/2016","PayPal","PAYPAL DES:TRANSFER ID:4RF229L8LSVNS INDN:CORBIN PAGE CO ID:PAYPALSD22 WEB","1925.00","debit","Mortgage & Rent","Regular Checking","",""
"5/04/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX18155 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","2036.44","debit","Financial","Regular Checking","",""
"5/04/2016","Seamlssyummyasianfood","SEAMLSSYUMMYASIANFOOD","17.78","debit","Restaurants","Quicksilver","",""
"5/04/2016","Bread Market","BREAD MARKET","23.16","debit","Restaurants","Quicksilver","",""
"5/04/2016","Bolt","BOLT BUS","19.50","debit","Bus","Quicksilver","",""
"5/03/2016","Bread Market","BREAD MARKET","23.16","debit","Restaurants","Quicksilver","",""
"5/03/2016","Amazon","AMAZON MKTPLACE PMTS","49.99","debit","Shopping","Sapphire","",""
"5/03/2016","VistaPrint","PAYPAL DES:INST XFER ID:VISTAPRINT INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","25.99","debit","Business Services","Regular Checking","",""
"5/03/2016","Seamlsslanlarb","SEAMLSSLANLARB","12.52","debit","Restaurants","Quicksilver","",""
"5/02/2016","Flycleaners","FLYCLEANERS","36.47","debit","Laundry","Quicksilver","",""
"5/02/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","2036.44","credit","Credit Card Payment","Sapphire","",""
"5/02/2016","Citi","CITI BIKE PROGRAM","4.36","debit","Financial","Quicksilver","",""
"5/02/2016","Bread Market","BREAD MARKET","23.16","debit","Restaurants","Quicksilver","",""
"5/01/2016","Amazon","AMAZON MKTPLACE PMTS","41.90","debit","Shopping","Sapphire","",""
"5/01/2016","Uber.com","UBER TECHNOLOGIES INC","22.74","debit","Rental Car & Taxi","Sapphire","",""
"5/01/2016","Uber.com","UBER TECHNOLOGIES INC","11.20","debit","Rental Car & Taxi","Sapphire","",""
"5/01/2016","Industry Kitchen","INDUSTRY KITCHEN","18.79","debit","Uncategorized","Sapphire","",""
"5/01/2016","Monte Hall Problem","Monte hall problem","69.00","debit","Uncategorized","Venmo","",""
"5/01/2016","MTA","MTA MVM*R117-FRANKLIN S","80.00","debit","Train/Subway","Quicksilver","",""
"5/01/2016","Zucker","ZUCKER'S BAGELS","13.23","debit","Restaurants","Quicksilver","",""
"5/01/2016","Meatball Shop","Meatball shop","20.00","credit","Income","Venmo","",""
"5/01/2016","Cash","Cash Credit","5.00","credit","Income","Venmo","",""
"5/01/2016","Cash","Cash Credit","5.00","credit","Income","Venmo","",""
"5/01/2016","Meatball Shop LLC","Meatball shop","10.00","debit","Restaurants","Venmo","",""
"4/30/2016","The Meatball Shop","THE MEATBALL SHOP NEW YORK NY","62.26","debit","Restaurants","8572","CJ Expense",""
"4/30/2016","Nyc Taxi E","NYC TAXI 2E26","21.95","debit","Rental Car & Taxi","Quicksilver","",""
"4/30/2016","Citi","CITI BIKE PROGRAM","10.83","debit","Financial","Quicksilver","",""
"4/30/2016","Baked","SQ *BAKED TRIBECA","5.72","debit","Restaurants","Quicksilver","",""
"4/30/2016","Brunchski","Brunchski","22.00","debit","Restaurants","Venmo","",""
"4/29/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","13.07","debit","Restaurants","Quicksilver","",""
"4/29/2016","Capital One Des","CAPITAL ONE DES:CRCARDPMT ID:XXXXX0189015819...","1214.60","debit","Credit Card Payment","Regular Checking","",""
"4/28/2016","Tribeca Wines","TRIBECA WINES & SPIRITS","16.32","debit","Business Services","Quicksilver","",""
"4/28/2016","Tribeca Vision Corp","TRIBECA 2020 VISION CORP","872.00","debit","Eyecare","Quicksilver","",""
"4/28/2016","Tribeca Vision Corp","TRIBECA 2020 VISION CORP","84.00","credit","Credit Card Payment","Quicksilver","",""
"4/28/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX31135 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","11.98","debit","Financial","Regular Checking","",""
"4/28/2016","Spotify","SPOTIFY*USA-SUBS","9.99","debit","Music","Freedom","",""
"4/28/2016","Whole Foods","WHOLEFDS TRB 10245","82.46","debit","Groceries","Quicksilver","",""
"4/28/2016","Transfer from Regular Checking","CAPITAL ONE AUTOPAY PYMT","1214.60","credit","Credit Card Payment","Quicksilver","",""
"4/28/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","22.32","debit","Restaurants","Quicksilver","",""
"4/27/2016","Kimchi","NEW YORK KIMCHI","13.00","debit","Restaurants","Quicksilver","",""
"4/27/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","11.98","credit","Credit Card Payment","Freedom","",""
"4/26/2016","Bread Market","BREAD MARKET","23.16","debit","Restaurants","Quicksilver","",""
"4/25/2016","Federal Express","FEDEXOFFICE 00002311","9.67","debit","Shipping","Quicksilver","",""
"4/25/2016","Bread Market","BREAD MARKET","23.48","debit","Restaurants","Quicksilver","",""
"4/25/2016","Seamlssbreakroom","SEAMLSSBREAKROOM","22.41","debit","Restaurants","Quicksilver","",""
"4/25/2016","Uber.com","UBER TECHNOLOGIES INC","28.31","debit","Rental Car & Taxi","Sapphire","",""
"4/25/2016","American Express","AMERICAN EXPRESS DES:AM PMT ID:A2898 INDN:CORBIN T CO ID:XXXXX33497 WEB","15.00","debit","Credit Card Payment","Regular Checking","",""
"4/25/2016","Interest Paid","Interest Paid","90.96","credit","Interest Income","Money Market","",""
"4/24/2016","Blackheart","THE BLACKHEART","23.49","debit","Alcohol & Bars","Quicksilver","",""
"4/24/2016","Nyc Taxi G","NYC TAXI 3G12","69.99","debit","Rental Car & Taxi","Quicksilver","",""
"4/24/2016","Austin Airport","AUSTIN AIRPORT-F&B","18.69","debit","Air Travel","Quicksilver","",""
"4/24/2016","Uber.com","UBER TECHNOLOGIES INC","5.35","debit","Rental Car & Taxi","Sapphire","",""
"4/23/2016","Container Bar","CONTAINER BAR","12.00","debit","Alcohol & Bars","Quicksilver","",""
"4/23/2016","Container Bar","CONTAINER BAR","92.50","debit","Alcohol & Bars","Quicksilver","",""
"4/23/2016","McDonald's","MCDONALD'S F31675","3.44","debit","Fast Food","Quicksilver","",""
"4/23/2016","Big Fat Greek","BIG FAT GREEK GYROS","10.95","debit","Restaurants","Quicksilver","",""
"4/23/2016","Bungalow","BUNGALOW","23.00","debit","Alcohol & Bars","Quicksilver","",""
"4/23/2016","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320161140201411901","15.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"4/22/2016","Uber.com","UBER TECHNOLOGIES INC","5.33","debit","Rental Car & Taxi","Sapphire","",""
"4/22/2016","Uber.com","UBER TECHNOLOGIES INC","6.49","debit","Rental Car & Taxi","Sapphire","",""
"4/22/2016","Central Texas Gun","CENTRAL TEXAS GUN WORKS","65.00","debit","Sporting Goods","Quicksilver","",""
"4/22/2016","Makespace Com","MAKESPACE.COM","52.43","debit","Shopping","Quicksilver","",""
"4/22/2016","Maggie Maes","MAGGIE MAES","46.00","debit","Alcohol & Bars","Quicksilver","",""
"4/22/2016","Id Jcrewgroupi Indn","PAYPAL DES:INST XFER ID:JCREWGROUPI INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","12.60","debit","Shopping","Regular Checking","",""
"4/22/2016","Check 337","Check 337","600.00","debit","Mortgage & Rent","Regular Checking","CJ Expense",""
"4/22/2016","Annual Membership Fee","MEMBERSHIP FEE APR 16-MAR 17","0.00","credit","Service Fee","8572","CJ Expense",""
"4/21/2016","Rosario Cafe Canti","ROSARIO'S CAFE & CANTI SAN ANTONIO TX","26.03","debit","Restaurants","8572","CJ Expense",""
"4/21/2016","Bonobos","BONOBOS","48.00","debit","Clothing","Sapphire","",""
"4/21/2016","7-Eleven","7-ELEVEN 23295","11.25","debit","Fast Food","Quicksilver","",""
"4/21/2016","Mad Hatters","MADHATTERS TEA HOUSE & CA","21.65","debit","Clothing","Quicksilver","",""
"4/21/2016","Mad Hatters","MADHATTERS TEA HOUSE & CA","5.41","debit","Clothing","Quicksilver","",""
"4/20/2016","Treme","THE TREME","93.59","debit","Hotel","Sapphire","",""
"4/20/2016","Station Caf","SQ *THE STATION CAF","23.53","debit","Restaurants","Quicksilver","",""
"4/20/2016","Friendly Spot Ice","THE FRIENDLY SPOT ICE HOU","15.16","debit","Restaurants","Quicksilver","",""
"4/19/2016","Madhatters Tea","MADHATTERS TEA HOUSE & SAN ANTONIO TX","21.08","debit","Restaurants","8572","CJ Expense",""
"4/19/2016","PayPal","PAYPAL DES:INST XFER ID:STUBHUB INC INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","32.29","debit","Shopping","Regular Checking","",""
"4/19/2016","P Withdrwl Presa","P243333 04/19 #000024686 WITHDRWL 227 S. PRESA STRE SAN ANTONIO TX","104.50","debit","Food & Dining","Regular Checking","",""
"4/19/2016","Three","THREE MUSES","91.42","debit","Restaurants","Sapphire","",""
"4/19/2016","Uber.com","UBER TECHNOLOGIES INC","10.71","debit","Rental Car & Taxi","Sapphire","",""
"4/19/2016","Uber.com","UBER TECHNOLOGIES INC","8.30","debit","Rental Car & Taxi","Sapphire","",""
"4/19/2016","iTunes","APL* ITUNES.COM/BILL","4.33","debit","Electronics & Software","Sapphire","",""
"4/18/2016","Mexican Manhattan","MEXICAN MANHATTAN SAN ANTONIO TX","19.86","debit","Restaurants","8572","CJ Expense",""
"4/18/2016","Yellow Cab","SQ *YELLOWCAB GOSQ.COM San Antonio TX","34.85","debit","Rental Car & Taxi","8572","CJ Expense",""
"4/18/2016","Consolidated Edison","CON ED OF NY DES:INTELL CK ID:XXXXX3378000094 INDN:CORBIN PAGE CO...","71.57","debit","Utilities","Regular Checking","",""
"4/18/2016","Monkey Monkey Coffee","MONKEY MONKEY COFFEE & T","13.74","debit","Coffee Shops","Quicksilver","",""
"4/18/2016","Monkey Monkey Coffee","MONKEY MONKEY COFFEE & T","10.24","debit","Coffee Shops","Quicksilver","",""
"4/17/2016","Acme","ACME OYSTER HOUSE NEW ORLEANS LA","45.69","debit","Restaurants","8572","CJ Expense",""
"4/17/2016","Cherry Coffee","SQ *CHERRY COFFEE NEW ORLEANS LA","14.15","debit","Coffee Shops","8572","CJ Expense",""
"4/17/2016","F M Patio","F & M PATIO BAR","55.00","debit","Alcohol & Bars","Quicksilver","",""
"4/17/2016","Cafe Du Mun","Cafe du mun","11.00","credit","Income","Venmo","",""
"4/17/2016","Wall Art","Wall art","10.00","credit","Income","Venmo","",""
"4/17/2016","District Donuts Sliders","DISTRICT DONUTS SLIDERS B","9.08","debit","Fast Food","Quicksilver","",""
"4/17/2016","St Charles","ST CHARLES 155","2.39","debit","Mortgage & Rent","Quicksilver","",""
"4/17/2016","Uber.com","UBER TECHNOLOGIES INC","6.74","debit","Rental Car & Taxi","Sapphire","",""
"4/17/2016","Uber.com","UBER TECHNOLOGIES INC","8.50","debit","Rental Car & Taxi","Sapphire","",""
"4/17/2016","Uber.com","UBER TECHNOLOGIES INC","6.85","debit","Rental Car & Taxi","Sapphire","",""
"4/17/2016","Uber.com","UBER TECHNOLOGIES INC","14.80","debit","Rental Car & Taxi","Sapphire","",""
"4/17/2016","Uber.com","UBER TECHNOLOGIES INC","20.69","debit","Rental Car & Taxi","Sapphire","",""
"4/16/2016","McDonald's","MCDONALD'S F6784 NEW ORLEANS LA","11.72","debit","Fast Food","8572","CJ Expense",""
"4/16/2016","Flycleaners","FLYCLEANERS","23.46","debit","Laundry","Quicksilver","",""
"4/16/2016","Daily","Daily chores","60.00","debit","Business Services","Venmo","",""
"4/16/2016","Traceys Original Irish","TRACEYS ORIGINAL IRISH CH","23.00","debit","Restaurants","Quicksilver","",""
"4/16/2016","d.b.a. New Orleans","DBA NEW ORLEANS","28.00","debit","Alcohol & Bars","Quicksilver","",""
"4/16/2016","St Charles","ST CHARLES 155","11.44","debit","Fast Food","Quicksilver","",""
"4/15/2016","Columns Restaurant","THE COLUMNS RESTAURANT NEW ORLEANS LA","18.00","debit","Restaurants","8572","CJ Expense",""
"4/15/2016","Dunkin Donuts","HN-DUNKIN ST1193","5.68","debit","Coffee Shops","Quicksilver","",""
"4/15/2016","Monkey Monkey Coffee","MONKEY MONKEY COFFEE & T","19.24","debit","Coffee Shops","Quicksilver","",""
"4/15/2016","Pat O'Briens Bar","PAT OBRIENS BAR","53.00","debit","Restaurants","Quicksilver","",""
"4/15/2016","Reade Street Pub Inc","READE STREET PUB","54.30","debit","Alcohol & Bars","Sapphire","",""
"4/15/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","20.14","debit","Restaurants","Sapphire","",""
"4/14/2016","American Airlines","AMERICAN AIR0012197857893","222.10","debit","Air Travel","Sapphire","",""
"4/14/2016","Zucker","ZUCKER'S BAGELS","13.07","debit","Restaurants","Quicksilver","",""
"4/13/2016","Customer Withdrawal Image","Customer Withdrawal Image","11620.00","debit","Mortgage & Rent","Regular Checking","CJ Expense Outliers",""
"4/13/2016","Amazon Kindle","Amazon Services-Kindle","9.99","debit","Books","Sapphire","",""
"4/13/2016","MegaBus","COACHUSA/MEGABUS","7.00","debit","Public Transportation","Quicksilver","",""
"4/13/2016","Bread Market","BREAD MARKET","14.46","debit","Restaurants","Quicksilver","",""
"4/13/2016","Duke","DUKE MAILORDER WEB","21.00","debit","Lawn & Garden","Quicksilver","",""
"4/12/2016","Internal Revenue Service","IRS DES:USATAXPYMT ID:XXXXX0344871142 INDN:CORBIN T PAGE CO ID:XXXXX02000 WEB","15863.00","debit","Federal Tax","Regular Checking","Outliers Tax Related",""
"4/12/2016","Bread Market","BREAD MARKET","23.48","debit","Restaurants","Quicksilver","",""
"4/12/2016","Flycleaners","FLYCLEANERS","31.50","debit","Laundry","Quicksilver","",""
"4/12/2016","New York Times","NEW YORK TIMES DIGITAL","8.00","debit","Books","Quicksilver","",""
"4/12/2016","Uber.com","UBER TECHNOLOGIES INC","60.13","credit","Rental Car & Taxi","Sapphire","",""
"4/11/2016","Bread Market","BREAD MARKET","23.48","debit","Restaurants","Quicksilver","",""
"4/11/2016","Bolt","BOLT BUS","27.50","debit","Bus","Quicksilver","",""
"4/11/2016","Uber.com","UBER TECHNOLOGIES INC","15.00","debit","Rental Car & Taxi","Sapphire","",""
"4/11/2016","Amazon","Amazon.com","76.16","debit","Shopping","Sapphire","",""
"4/11/2016","Uber.com","UBER TECHNOLOGIES INC","82.83","debit","Rental Car & Taxi","Sapphire","",""
"4/11/2016","Uber.com","UBER TECHNOLOGIES INC","11.09","debit","Rental Car & Taxi","Sapphire","",""
"4/11/2016","Venmo","VENMO-2 DES:PAYMENT ID:XXXXX5844 INDN:CORBIN PAGE CO ID:XXXXX81992 CCD","275.00","debit","Transfer","Regular Checking","",""
"4/11/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX64357 INDN:NAVIGATOR LABS, LLC...","17595.00","credit","Transfer","Regular Checking","",""
"4/10/2016","Souk Sandwich","SOUK & SANDWICH","13.61","debit","Restaurants","Quicksilver","",""
"4/10/2016","Apple","APPLE STORE #R032","705.51","debit","Electronics & Software","Quicksilver","",""
"4/10/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","4.36","debit","Restaurants","Quicksilver","",""
"4/10/2016","Nyc Taxi N","NYC TAXI 4N73","14.15","debit","Rental Car & Taxi","Quicksilver","",""
"4/10/2016","Chipotle","CHIPOTLE 1597","10.50","debit","Fast Food","Quicksilver","",""
"4/10/2016","Food Court","FOOD COURT NJ-11585700","15.97","debit","Restaurants","Quicksilver","",""
"4/10/2016","Furniture from Megan & Mark","for","275.00","debit","Furnishings","Venmo","CJ Expense",""
"4/09/2016","Canton Market","CANTON MARKET","3.26","debit","Groceries","Quicksilver","",""
"4/09/2016","Market Blvd","MARKET ON THE BLVD CABIN JOHN MD","23.75","debit","Groceries","8572","CJ Expense",""
"4/08/2016","Pitango Pastry Llc","PITANGO PASTRY LLC BALTIMORE MD","24.38","debit","Restaurants","8572","CJ Expense",""
"4/08/2016","Seamlsssandwichhouse","SEAMLSSSANDWICHHOUSE","28.05","debit","Restaurants","Quicksilver","",""
"4/08/2016","Grace Acre","SQ *GRACE'S ACRE","9.01","credit","Credit Card Payment","Quicksilver","",""
"4/08/2016","Grace's","SQ *GRACE'S ACRE","19.51","debit","Groceries","Quicksilver","",""
"4/08/2016","Bolt","BOLT BUS","28.50","debit","Bus","Sapphire","",""
"4/07/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","20.14","debit","Restaurants","Quicksilver","",""
"4/07/2016","Z Market De","Z MARKET DE-TP10616902","8.67","debit","Groceries","Quicksilver","",""
"4/07/2016","Soho Pharmacy","SOHO PHARMACY","90.00","debit","Pharmacy","Quicksilver","",""
"4/07/2016","Google Storage","GOOGLE *Google Storage","1.99","debit","Internet","Freedom","",""
"4/07/2016","Bolt","BOLT BUS","27.50","debit","Bus","Sapphire","",""
"4/06/2016","Internal Revenue Service","IRS TREAS 310 DES: TAX REF ID:XXXXX0212200908 INDN:PAGE, CORBIN T...","16756.35","credit","Federal Tax","Regular Checking","Outliers Tax Related",""
"4/06/2016","Bread Market","BREAD MARKET","23.81","debit","Restaurants","Quicksilver","",""
"4/06/2016","Transfer to Regular Checking","CASHED OUT","400.00","debit","Income","Venmo","",""
"4/05/2016","Carrot Top","CARROT TOP","9.91","debit","Restaurants","Quicksilver","",""
"4/05/2016","Bread Market","BREAD MARKET","14.46","debit","Restaurants","Quicksilver","",""
"4/05/2016","NY State Tax","NY STATE DES:NYSTTAXRFD ID:XXXXX0212 INDN:PAGE-CORBIN T CO ID:XXXXX70001 PPD","1752.00","credit","State Tax","Regular Checking","Outliers Tax Related",""
"4/05/2016","Ally Bank Des","ALLY BANK DES:P2P ID:CORBIN T PAGE INDN:CORBIN T PAGE CO ID:XXXXX27921 WEB","5000.00","credit","Income","Regular Checking","",""
"4/05/2016","Venmo Des Cashout","VENMO-0 DES:CASHOUT ID:XXXXX9646 INDN:CORBIN PAGE CO ID:XXXXX81992 CCD","400.00","credit","Income","Regular Checking","",""
"4/05/2016","Empire Bc Des","Empire BC DES:RA-1261022 ID:XXXXX0698274714 INDN:CORBIN PAGE CO...","222.04","debit","Health Insurance","Regular Checking","",""
"4/05/2016","A New Pair","A new pair of overalls","206.25","credit","Income","Venmo","",""
"4/05/2016","Seamlssmiyabisushi","SEAMLSSMIYABISUSHI","21.85","debit","Restaurants","Quicksilver","",""
"4/04/2016","MTA","MTA MVM*N089-CANAL ST","80.00","debit","Train/Subway","Quicksilver","",""
"4/04/2016","Federal Express","FEDEXOFFICE 00002311","4.41","debit","Shipping","Quicksilver","",""
"4/04/2016","Federal Express","FEDEXOFFICE 00002311","0.76","debit","Shipping","Quicksilver","",""
"4/04/2016","Bread Market","BREAD MARKET","23.16","debit","Restaurants","Quicksilver","",""
"4/04/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX37200 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","1830.88","debit","Financial","Regular Checking","",""
"4/04/2016","Requested Transfer T","Requested transfer to CORBIN T PAGE (BANK OF AMERICA N.A. Ch","5000.00","debit","Transfer","Money Market","",""
"4/03/2016","Hello","HELLO* HELLOSIGN    SAN FRANCIS1_CH_8CJQKO 4157660273 320160940851393101","15.00","debit","Business Services","Starwood Preferred Guest","",""
"4/03/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","29.40","debit","Restaurants","Quicksilver","",""
"4/03/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","17.96","debit","Restaurants","Quicksilver","",""
"4/03/2016","Federal Express","FEDEXOFFICE 00002311","18.98","debit","Shipping","Quicksilver","",""
"4/02/2016","Zabar Retail","ZABAR & CO/RETAIL","11.63","debit","Restaurants","Quicksilver","",""
"4/02/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","20.14","debit","Restaurants","Quicksilver","",""
"4/02/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","7.62","debit","Restaurants","Quicksilver","",""
"4/01/2016","Whole Foods","WHOLEFDS TRB 10245","21.89","debit","Groceries","Quicksilver","",""
"4/01/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","1830.88","credit","Credit Card Payment","Sapphire","",""
"4/01/2016","Transfer to Venmo","Amazon.com","97.98","debit","Transfer","Sapphire","",""
"4/01/2016","Transfer from Sapphire","Amazon","97.98","credit","Transfer","Venmo","",""
"4/01/2016","March","march","25.00","debit","Uncategorized","Venmo","",""
"4/01/2016","PayPal","PAYPAL DES:TRANSFER ID:4RF229HYLLPSW INDN:CORBIN PAGE CO ID:PAYPALSD22 WEB","1825.00","debit","Mortgage & Rent","Regular Checking","",""
"3/31/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","22.32","debit","Restaurants","Quicksilver","",""
"3/31/2016","Hudson Farms","HUDSON FARM","32.01","debit","Groceries","Quicksilver","",""
"3/31/2016","Seamlssxingwongbbqasi","SEAMLSSXINGWONGBBQASI","28.18","debit","Restaurants","Quicksilver","",""
"3/30/2016","Bread Market","BREAD MARKET","23.48","debit","Restaurants","Quicksilver","",""
"3/30/2016","Movie","and to test","40.00","credit","Entertainment","Venmo","",""
"3/29/2016","Dig Inn 55th","Dig Inn 55th Street","12.00","debit","Food & Dining","Quicksilver","",""
"3/29/2016","Capital One Des","CAPITAL ONE DES:CRCARDPMT ID:XXXXX0189025731...","1025.24","debit","Credit Card Payment","Regular Checking","",""
"3/29/2016","Southwest Airlines","SOUTHWES    5262195924857","147.98","debit","Air Travel","Sapphire","",""
"3/29/2016","Uber.com","UBER TECHNOLOGIES INC","12.75","debit","Rental Car & Taxi","Sapphire","",""
"3/28/2016","Global Kitchen","GLOBAL KITCHEN","19.82","debit","Restaurants","Quicksilver","",""
"3/28/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX30899 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","11.98","debit","Financial","Regular Checking","",""
"3/28/2016","Spotify","SPOTIFY*USA-SUBS","9.99","debit","Music","Freedom","",""
"3/28/2016","Airbnb","AIRBNB INC","299.00","debit","Hotel","Sapphire","",""
"3/28/2016","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT","1025.24","credit","Credit Card Payment","Quicksilver","",""
"3/27/2016","Brioche Doree","BRIOCHE DOREE 10614840","17.58","debit","Fast Food","Quicksilver","",""
"3/27/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","11.98","credit","Credit Card Payment","Freedom","",""
"3/26/2016","Cava Mezze","CAVA MEZZE BETHESDA","13.57","debit","Restaurants","Quicksilver","",""
"3/26/2016","Parknow Parking","PARKNOW - PARKING","20.00","debit","Parking","Quicksilver","",""
"3/26/2016","Arclight","ARCLIGHT BETHESDA","20.75","debit","Movies & DVDs","Quicksilver","",""
"3/26/2016","Arclight","ARCLIGHT BETHESDA","43.50","debit","Movies & DVDs","Quicksilver","",""
"3/26/2016","Arclight","ARCLIGHT BETHESDA","16.00","debit","Movies & DVDs","Quicksilver","",""
"3/25/2016","Vamoose Bus","VAMOOSE BUS","45.00","debit","Public Transportation","Quicksilver","",""
"3/25/2016","Sunoco","SUNOCO 0794835900","15.00","debit","Gas & Fuel","Quicksilver","",""
"3/25/2016","Interest Paid","Interest Paid","90.20","credit","Interest Income","Money Market","",""
"3/24/2016","Market Blvd","MARKET ON THE BLVD","17.33","debit","Groceries","Quicksilver","",""
"3/24/2016","Amazon","AMAZON MKTPLACE PMTS","11.98","debit","Shopping","Sapphire","",""
"3/23/2016","Shell","SHELL OIL 57543578801","30.42","debit","Gas & Fuel","Quicksilver","",""
"3/23/2016","When You Don","When you don't know how to put gas in a car...","30.42","credit","Income","Venmo","",""
"3/22/2016","Bethesda Custom Tailors","BETHESDA CUSTOM TAILORS","20.00","debit","Clothing","Quicksilver","",""
"3/22/2016","Capital","CAPITAL BEER AND WINE","30.50","debit","Travel","Quicksilver","",""
"3/22/2016","CVS","CVS/PHARMACY #01831","6.75","debit","Pharmacy","Quicksilver","",""
"3/22/2016","Mcg Dot Beth","MCG DOT BETH ST. PARKING","2.00","debit","Parking","Quicksilver","",""
"3/22/2016","Bonobos","BONOBOS","727.78","debit","Clothing","Sapphire","",""
"3/22/2016","Cava Mezze","CAVA MEZZE BETHESDA","10.92","debit","Restaurants","Sapphire","",""
"3/21/2016","Federal Express","FEDEXOFFICE 00018135","5.19","debit","Taxes","Quicksilver","",""
"3/21/2016","Safeway","SAFEWAY STORE 00028480","59.61","debit","Gift","Quicksilver","",""
"3/21/2016","Beer Wine","BEER WINE & CO","137.81","debit","Gift","Quicksilver","",""
"3/21/2016","Federal Express","FEDEXOFFICE 00018135","6.35","debit","Business Services","Quicksilver","",""
